N,family,compute_gops,compute_ms,d2h_ms,h2d_ms,required_total_ms,setup_ms
64,CUDA naive,44.6673937933,0.0117375999689,0.00992639996111,0.0140416001901,0.0451456002891,1.069626
128,CUDA naive,197.397589292,0.0212480001152,0.0120063999668,0.0203775998205,0.0633600004017,1.11248
256,CUDA naive,365.586773181,0.0917824015021,0.0266176000237,0.0509183995426,0.178579196334,1.313205
512,CUDA naive,234.153838241,1.14640638828,0.0843839988112,0.184262400866,1.42521600723,2.620051
768,CUDA naive,235.538607833,3.84637436867,0.185222399235,0.404121601582,4.44627847672,4.12487
1024,CUDA naive,237.309046052,9.04931221008,0.328454399109,0.696799993515,10.0848445892,7.160145
64,CUDA tiled,30.5443703051,0.0171647997573,0.0103359997272,0.013318400085,0.0504511997104,0.737955
128,CUDA tiled,237.277333695,0.0176768001169,0.0142911998555,0.0190656002611,0.0607808001339,0.766862
256,CUDA tiled,522.043220881,0.0642751991749,0.0256064005196,0.0508543998003,0.150163197517,0.857297
512,CUDA tiled,355.944192423,0.754150402546,0.0878911986947,0.17824639976,1.03061761856,1.979357
768,CUDA tiled,368.235327813,2.46030077934,0.188422396779,0.394163191319,3.05382404327,3.145412
1024,CUDA tiled,368.477756813,5.82798719406,0.325798392296,0.692070400715,6.85600633621,5.536312
64,cuBLAS,1.68175567666,0.311750397086,0.0104576000944,0.0157952001318,0.347980800271,27.459008
128,cuBLAS,29.2872143016,0.143212801218,0.0199744004756,0.0309760000557,0.203391999006,19.21899
256,cuBLAS,123.539195454,0.271609604359,0.0465535998344,0.0932159990072,0.420627200603,19.240435
512,cuBLAS,72.74503344,3.69008636475,0.16862719655,0.351321601868,4.22050571442,21.94906
768,cuBLAS,95.1129598025,9.52519683838,0.366387200356,0.778963196278,10.6836093903,23.749315
1024,cuBLAS,112.916638194,19.0183101654,0.645491218567,1.37255039215,21.0462398529,28.565742
64,cuSPARSE,23.2199548329,0.0225791998208,0.00916479993612,0.0194240000099,0.0606912001967,7.658442
128,cuSPARSE,87.2998547997,0.0480447992682,0.0187711995095,0.0373056001961,0.11404799968,7.008408
256,cuSPARSE,154.72569071,0.216863998771,0.0498624004424,0.110848000646,0.386803209782,7.445976
512,cuSPARSE,90.4918006612,2.96640639305,0.166598397493,0.40403200388,3.54783358574,13.178868
768,cuSPARSE,117.256377601,7.72639989853,0.369516795874,0.895385599136,9.00156784058,19.715165
1024,cuSPARSE,243.826706795,8.80741767883,0.645766401291,1.57206397057,11.0345855713,31.706983
